Date,Open,High,Low,Close,Support,Resistance,Sentiment,Previous_Close,Price_Change,Actual_Price_Change
2023-09-26,779.9000244140625,788.4000244140625,777.9500122070312,779.6500244140625,772.7000122070312,840.0,0.9299,779.9000244140625,-0.25,-0.25
2023-09-27,780.0,785.7000122070312,774.6500244140625,779.5999755859375,772.7000122070312,840.0,0.9299,779.6500244140625,-0.050048828125,-0.050048828125
2023-09-28,780.7000122070312,787.4000244140625,764.3499755859375,768.0999755859375,764.3499755859375,840.0,0.9299,779.5999755859375,-11.5,-11.5
2023-09-29,775.8499755859375,783.9000244140625,771.4500122070312,779.5999755859375,764.3499755859375,840.0,0.9299,768.0999755859375,11.5,11.5
2023-10-03,776.5499877929688,776.5499877929688,768.0,770.25,764.3499755859375,840.0,0.9299,779.5999755859375,-9.3499755859375,-9.3499755859375
2023-10-04,767.9500122070312,768.0,753.1500244140625,756.5999755859375,753.1500244140625,840.0,0.9299,770.25,-13.6500244140625,-13.6500244140625
2023-10-05,762.0,762.6500244140625,752.9000244140625,755.5,752.9000244140625,840.0,0.9299,756.5999755859375,-1.0999755859375,-1.0999755859375
2023-10-06,760.3499755859375,771.1500244140625,758.6500244140625,765.2000122070312,752.9000244140625,840.0,0.9299,755.5,9.70001220703125,9.70001220703125
2023-10-09,756.5,761.4000244140625,749.1500244140625,757.5499877929688,749.1500244140625,840.0,0.9299,765.2000122070312,-7.6500244140625,-7.6500244140625
2023-10-10,759.6500244140625,774.2000122070312,757.2999877929688,771.9000244140625,749.1500244140625,840.0,0.9299,757.5499877929688,14.35003662109375,14.35003662109375
2023-10-11,776.0,782.5499877929688,774.5499877929688,777.25,749.1500244140625,840.0,0.9299,771.9000244140625,5.3499755859375,5.3499755859375
2023-10-12,782.4000244140625,789.9500122070312,779.4500122070312,783.4500122070312,749.1500244140625,825.0,0.9299,777.25,6.20001220703125,6.20001220703125
2023-10-13,778.0,780.0,773.0,777.25,749.1500244140625,825.0,0.9299,783.4500122070312,-6.20001220703125,-6.20001220703125
2023-10-16,777.25,794.3499755859375,773.0,790.7000122070312,749.1500244140625,819.7000122070312,0.9299,777.25,13.45001220703125,13.45001220703125
2023-10-17,792.7000122070312,796.0,788.1500244140625,790.1500244140625,749.1500244140625,814.9500122070312,0.7948,790.7000122070312,-0.54998779296875,-0.54998779296875
2023-10-18,793.0999755859375,801.0,781.2000122070312,784.4000244140625,749.1500244140625,810.7999877929688,0.7948,790.1500244140625,-5.75,-5.75
2023-10-19,780.1500244140625,782.7000122070312,769.1500244140625,780.4500122070312,749.1500244140625,801.0,0.7948,784.4000244140625,-3.95001220703125,-3.95001220703125
2023-10-20,779.5999755859375,779.75,761.9000244140625,769.4000244140625,749.1500244140625,801.0,0.7948,780.4500122070312,-11.04998779296875,-11.04998779296875
2023-10-23,770.7999877929688,774.7999877929688,746.0999755859375,748.9500122070312,746.0999755859375,801.0,0.7948,769.4000244140625,-20.45001220703125,-20.45001220703125
2023-10-25,754.0999755859375,761.8499755859375,741.5,748.2999877929688,741.5,801.0,0.7948,748.9500122070312,-0.6500244140625,-0.6500244140625
2023-10-26,744.7000122070312,745.0,725.5,728.7000122070312,725.5,801.0,0.7948,748.2999877929688,-19.5999755859375,-19.5999755859375
2023-10-27,729.7000122070312,735.4500122070312,725.25,732.0,725.25,801.0,0.7948,728.7000122070312,3.29998779296875,3.29998779296875
2023-10-30,734.7999877929688,736.7999877929688,726.0,734.5,725.25,801.0,0.7948,732.0,2.5,2.5
2023-10-31,737.0,738.5499877929688,727.0,736.3499755859375,725.25,801.0,0.7948,734.5,1.8499755859375,1.8499755859375
2023-11-01,736.9000244140625,737.2999877929688,723.0,724.4500122070312,723.0,801.0,0.7948,736.3499755859375,-11.89996337890625,-11.89996337890625
2023-11-02,728.0,734.4000244140625,725.0,733.3499755859375,723.0,801.0,0.7948,724.4500122070312,8.89996337890625,8.89996337890625
2023-11-03,735.9500122070312,748.0,735.0,746.0499877929688,723.0,801.0,0.7948,733.3499755859375,12.70001220703125,12.70001220703125
2023-11-06,748.0999755859375,756.4500122070312,744.9000244140625,754.0,723.0,801.0,0.7948,746.0499877929688,7.95001220703125,7.95001220703125
