Previous_Close,Sentiment,Support,Resistance
779.9000244140625,0.9299,772.7000122070312,840.0
779.6500244140625,0.9299,772.7000122070312,840.0
779.5999755859375,0.9299,764.3499755859375,840.0
768.0999755859375,0.9299,764.3499755859375,840.0
779.5999755859375,0.9299,764.3499755859375,840.0
770.25,0.9299,753.1500244140625,840.0
756.5999755859375,0.9299,752.9000244140625,840.0
755.5,0.9299,752.9000244140625,840.0
765.2000122070312,0.9299,749.1500244140625,840.0
757.5499877929688,0.9299,749.1500244140625,840.0
771.9000244140625,0.9299,749.1500244140625,840.0
777.25,0.9299,749.1500244140625,825.0
783.4500122070312,0.9299,749.1500244140625,825.0
777.25,0.9299,749.1500244140625,819.7000122070312
790.7000122070312,0.7948,749.1500244140625,814.9500122070312
790.1500244140625,0.7948,749.1500244140625,810.7999877929688
784.4000244140625,0.7948,749.1500244140625,801.0
780.4500122070312,0.7948,749.1500244140625,801.0
769.4000244140625,0.7948,746.0999755859375,801.0
748.9500122070312,0.7948,741.5,801.0
748.2999877929688,0.7948,725.5,801.0
728.7000122070312,0.7948,725.25,801.0
732.0,0.7948,725.25,801.0
734.5,0.7948,725.25,801.0
736.3499755859375,0.7948,723.0,801.0
724.4500122070312,0.7948,723.0,801.0
733.3499755859375,0.7948,723.0,801.0
746.0499877929688,0.7948,723.0,801.0
754.0,0.13952380952380952,723.0,801.0
748.5999755859375,0.13952380952380952,723.0,801.0
756.7000122070312,0.13952380952380952,723.0,801.0
750.8499755859375,0.13952380952380952,723.0,801.0
754.75,0.13952380952380952,723.0,801.0
761.0999755859375,0.13952380952380952,723.0,801.0
772.8499755859375,0.13952380952380952,723.0,801.0
769.1500244140625,0.13952380952380952,723.0,782.7000122070312
768.7999877929688,0.13952380952380952,723.0,782.5
761.8499755859375,0.18896999999999997,723.0,782.5
775.7999877929688,0.18896999999999997,723.0,782.5
768.4500122070312,0.18896999999999997,723.0,782.5
775.5499877929688,0.18896999999999997,723.0,786.25
782.0499877929688,0.2980507042253521,723.0,786.25
782.3499755859375,0.2980507042253521,723.0,794.7000122070312
793.25,0.2980507042253521,723.0,808.1500244140625
801.0999755859375,0.2980507042253521,725.0,815.0
810.7999877929688,0.2980507042253521,735.0,823.4000244140625
819.5999755859375,0.167,744.9000244140625,826.0
821.7000122070312,0.167,745.0,833.4000244140625
824.7000122070312,0.167,745.0,833.4000244140625
819.1500244140625,0.167,745.0499877929688,853.4500122070312
839.3499755859375,0.167,745.0499877929688,853.4500122070312
845.0999755859375,0.3478333333333333,753.0,862.7999877929688
853.8499755859375,0.3478333333333333,760.6500244140625,862.7999877929688
851.4000244140625,0.3478333333333333,760.6500244140625,862.7999877929688
847.4000244140625,0.3478333333333333,760.6500244140625,870.5499877929688
867.2000122070312,0.3478333333333333,760.6500244140625,870.5499877929688
854.9000244140625,0.2491,765.5,870.5499877929688
858.7000122070312,0.2491,765.5,870.5499877929688
842.25,0.2491,767.1500244140625,870.5499877929688
