Previous_Close,Sentiment,Support,Resistance
18.950000762939453,0.936,17.600000381469727,22.049999237060547
19.0,0.936,17.799999237060547,22.049999237060547
19.200000762939453,0.936,17.799999237060547,22.049999237060547
19.149999618530273,0.936,17.799999237060547,22.049999237060547
19.25,0.936,17.799999237060547,22.049999237060547
19.25,0.936,17.799999237060547,22.049999237060547
18.799999237060547,0.936,17.799999237060547,22.049999237060547
18.899999618530273,0.936,17.799999237060547,22.049999237060547
18.850000381469727,0.936,17.700000762939453,22.049999237060547
17.850000381469727,0.936,17.700000762939453,21.350000381469727
17.799999237060547,0.936,17.700000762939453,21.0
18.200000762939453,0.936,17.700000762939453,20.149999618530273
18.0,0.936,17.700000762939453,20.149999618530273
17.75,0.936,17.700000762939453,20.149999618530273
18.399999618530273,0.936,17.700000762939453,20.149999618530273
18.549999237060547,0.936,17.700000762939453,20.149999618530273
18.149999618530273,0.936,17.700000762939453,20.149999618530273
18.649999618530273,0.936,17.700000762939453,20.149999618530273
18.5,0.936,16.299999237060547,20.149999618530273
16.700000762939453,0.936,15.949999809265137,20.149999618530273
16.299999237060547,0.936,15.550000190734863,20.149999618530273
16.5,0.936,15.550000190734863,20.149999618530273
16.799999237060547,0.936,15.550000190734863,19.549999237060547
16.950000762939453,-0.0258,15.550000190734863,19.549999237060547
17.100000381469727,-0.0258,15.550000190734863,19.25
17.399999618530273,-0.0258,15.550000190734863,19.100000381469727
18.25,-0.0258,15.550000190734863,19.100000381469727
18.25,-0.0258,15.550000190734863,20.25
19.299999237060547,-0.5574,15.550000190734863,20.850000381469727
20.700000762939453,-0.5574,15.550000190734863,21.100000381469727
20.450000762939453,-0.5574,15.550000190734863,21.75
21.200000762939453,-0.5574,15.550000190734863,21.75
20.5,-0.5574,15.550000190734863,22.75
22.5,-0.5574,15.550000190734863,23.200000762939453
22.299999237060547,-0.5574,15.550000190734863,23.200000762939453
22.649999618530273,-0.5574,15.550000190734863,23.75
22.850000381469727,-0.5574,15.550000190734863,23.75
22.100000381469727,-0.5574,15.550000190734863,23.75
21.350000381469727,-0.5574,15.550000190734863,23.75
20.899999618530273,-0.5574,15.550000190734863,23.75
21.350000381469727,-0.5574,16.450000762939453,23.75
20.899999618530273,-0.5574,16.450000762939453,23.75
20.899999618530273,-0.5574,16.799999237060547,23.75
21.5,-0.5574,16.850000381469727,23.75
21.149999618530273,-0.5574,17.350000381469727,23.75
20.850000381469727,-0.5574,18.149999618530273,23.75
20.899999618530273,-0.5574,18.350000381469727,23.75
22.299999237060547,-0.5574,19.350000381469727,23.75
23.200000762939453,-0.5574,20.100000381469727,24.350000381469727
23.25,-0.5574,20.25,24.450000762939453
23.950000762939453,-0.5574,20.25,25.200000762939453
24.5,-0.5574,20.25,25.200000762939453
23.200000762939453,-0.5574,20.649999618530273,25.200000762939453
23.799999237060547,-0.5574,20.649999618530273,25.200000762939453
23.850000381469727,-0.5574,20.649999618530273,25.200000762939453
23.600000381469727,-0.5574,20.649999618530273,25.200000762939453
23.799999237060547,-0.5574,20.649999618530273,25.200000762939453
23.75,-0.5574,20.649999618530273,25.200000762939453
21.399999618530273,-0.5574,20.600000381469727,25.200000762939453
22.700000762939453,-0.5574,20.600000381469727,25.200000762939453
22.399999618530273,0.4875,20.600000381469727,25.200000762939453
22.600000381469727,0.4875,20.600000381469727,25.200000762939453
22.600000381469727,0.4875,20.600000381469727,25.200000762939453
22.350000381469727,0.4875,20.600000381469727,25.200000762939453
23.299999237060547,0.4875,20.600000381469727,25.200000762939453
23.950000762939453,0.91,20.600000381469727,25.200000762939453
24.100000381469727,0.91,20.600000381469727,26.350000381469727
25.950000762939453,0.91,20.600000381469727,31.0
30.399999618530273,0.91,20.600000381469727,33.0
31.399999618530273,0.91,20.600000381469727,33.150001525878906
32.04999923706055,0.91,20.600000381469727,33.150001525878906
31.299999237060547,0.91,20.600000381469727,33.150001525878906
30.799999237060547,0.91,20.600000381469727,33.150001525878906
31.100000381469727,0.91,20.600000381469727,33.150001525878906
30.899999618530273,0.91,20.600000381469727,33.150001525878906
30.799999237060547,0.91,20.600000381469727,33.150001525878906
30.049999237060547,0.91,20.600000381469727,33.150001525878906
29.850000381469727,0.91,20.600000381469727,33.150001525878906
29.75,0.91,22.149999618530273,33.150001525878906
29.549999237060547,0.91,22.149999618530273,33.150001525878906
28.549999237060547,0.91,22.149999618530273,33.150001525878906
29.600000381469727,0.91,22.149999618530273,33.150001525878906
30.200000762939453,0.91,22.200000762939453,33.150001525878906
30.100000381469727,0.91,23.299999237060547,33.150001525878906
29.950000762939453,0.91,23.299999237060547,33.150001525878906
29.799999237060547,0.91,23.850000381469727,33.150001525878906
29.0,0.91,25.899999618530273,33.150001525878906
28.799999237060547,0.91,27.399999618530273,33.150001525878906
27.399999618530273,0.91,26.049999237060547,33.150001525878906
26.049999237060547,0.91,25.350000381469727,32.849998474121094
