Date,Open,High,Low,Close,Support,Resistance,Sentiment,Previous_Close,Price_Change,Actual_Price_Change
2023-09-26,19.0,19.649999618530273,18.850000381469727,19.0,17.600000381469727,22.049999237060547,0.936,18.950000762939453,0.049999237060546875,0.049999237060546875
2023-09-27,19.0,19.299999237060547,18.899999618530273,19.200000762939453,17.799999237060547,22.049999237060547,0.936,19.0,0.20000076293945312,0.20000076293945312
2023-09-28,19.200000762939453,20.149999618530273,19.100000381469727,19.149999618530273,17.799999237060547,22.049999237060547,0.936,19.200000762939453,-0.05000114440917969,-0.05000114440917969
2023-09-29,19.350000381469727,19.399999618530273,19.049999237060547,19.25,17.799999237060547,22.049999237060547,0.936,19.149999618530273,0.10000038146972656,0.10000038146972656
2023-10-03,19.299999237060547,19.549999237060547,19.149999618530273,19.25,17.799999237060547,22.049999237060547,0.936,19.25,0.0,0.0
2023-10-04,19.25,19.25,18.399999618530273,18.799999237060547,17.799999237060547,22.049999237060547,0.936,19.25,-0.4500007629394531,-0.4500007629394531
2023-10-05,18.950000762939453,19.100000381469727,18.549999237060547,18.899999618530273,17.799999237060547,22.049999237060547,0.936,18.799999237060547,0.10000038146972656,0.10000038146972656
2023-10-06,18.950000762939453,19.100000381469727,18.75,18.850000381469727,17.799999237060547,22.049999237060547,0.936,18.899999618530273,-0.049999237060546875,-0.049999237060546875
2023-10-09,18.5,18.5,17.700000762939453,17.850000381469727,17.700000762939453,22.049999237060547,0.936,18.850000381469727,-1.0,-1.0
2023-10-10,17.899999618530273,18.100000381469727,17.700000762939453,17.799999237060547,17.700000762939453,21.350000381469727,0.936,17.850000381469727,-0.05000114440917969,-0.05000114440917969
2023-10-11,17.899999618530273,18.350000381469727,17.850000381469727,18.200000762939453,17.700000762939453,21.0,0.936,17.799999237060547,0.40000152587890625,0.40000152587890625
2023-10-12,18.299999237060547,18.350000381469727,17.850000381469727,18.0,17.700000762939453,20.149999618530273,0.936,18.200000762939453,-0.20000076293945312,-0.20000076293945312
2023-10-13,17.850000381469727,18.049999237060547,17.700000762939453,17.75,17.700000762939453,20.149999618530273,0.936,18.0,-0.25,-0.25
2023-10-16,17.899999618530273,18.5,17.700000762939453,18.399999618530273,17.700000762939453,20.149999618530273,0.936,17.75,0.6499996185302734,0.6499996185302734
2023-10-17,18.450000762939453,18.799999237060547,18.25,18.549999237060547,17.700000762939453,20.149999618530273,0.936,18.399999618530273,0.14999961853027344,0.14999961853027344
2023-10-18,18.649999618530273,18.799999237060547,18.100000381469727,18.149999618530273,17.700000762939453,20.149999618530273,0.936,18.549999237060547,-0.39999961853027344,-0.39999961853027344
2023-10-19,18.0,18.850000381469727,18.0,18.649999618530273,17.700000762939453,20.149999618530273,0.936,18.149999618530273,0.5,0.5
2023-10-20,18.649999618530273,19.0,18.299999237060547,18.5,17.700000762939453,20.149999618530273,0.936,18.649999618530273,-0.14999961853027344,-0.14999961853027344
2023-10-23,18.549999237060547,18.649999618530273,16.299999237060547,16.700000762939453,16.299999237060547,20.149999618530273,0.936,18.5,-1.7999992370605469,-1.7999992370605469
2023-10-25,17.049999237060547,17.25,15.949999809265137,16.299999237060547,15.949999809265137,20.149999618530273,0.936,16.700000762939453,-0.40000152587890625,-0.40000152587890625
2023-10-26,16.100000381469727,16.700000762939453,15.550000190734863,16.5,15.550000190734863,20.149999618530273,0.936,16.299999237060547,0.20000076293945312,0.20000076293945312
2023-10-27,16.600000381469727,16.950000762939453,16.549999237060547,16.799999237060547,15.550000190734863,20.149999618530273,0.936,16.5,0.2999992370605469,0.2999992370605469
2023-10-30,16.899999618530273,17.149999618530273,16.450000762939453,16.950000762939453,15.550000190734863,19.549999237060547,0.936,16.799999237060547,0.15000152587890625,0.15000152587890625
2023-10-31,17.049999237060547,17.299999237060547,16.799999237060547,17.100000381469727,15.550000190734863,19.549999237060547,-0.0258,16.950000762939453,0.14999961853027344,0.14999961853027344
2023-11-01,16.899999618530273,17.600000381469727,16.850000381469727,17.399999618530273,15.550000190734863,19.25,-0.0258,17.100000381469727,0.2999992370605469,0.2999992370605469
2023-11-02,17.600000381469727,18.350000381469727,17.350000381469727,18.25,15.550000190734863,19.100000381469727,-0.0258,17.399999618530273,0.8500003814697266,0.8500003814697266
2023-11-03,18.450000762939453,18.649999618530273,18.149999618530273,18.25,15.550000190734863,19.100000381469727,-0.0258,18.25,0.0,0.0
2023-11-06,18.399999618530273,20.25,18.350000381469727,19.299999237060547,15.550000190734863,20.25,-0.0258,18.25,1.0499992370605469,1.0499992370605469
2023-11-07,19.450000762939453,20.850000381469727,19.350000381469727,20.700000762939453,15.550000190734863,20.850000381469727,-0.5574,19.299999237060547,1.4000015258789062,1.4000015258789062
2023-11-08,20.899999618530273,21.100000381469727,20.100000381469727,20.450000762939453,15.550000190734863,21.100000381469727,-0.5574,20.700000762939453,-0.25,-0.25
2023-11-09,20.600000381469727,21.75,20.25,21.200000762939453,15.550000190734863,21.75,-0.5574,20.450000762939453,0.75,0.75
2023-11-10,21.25,21.649999618530273,20.25,20.5,15.550000190734863,21.75,-0.5574,21.200000762939453,-0.7000007629394531,-0.7000007629394531
2023-11-13,20.649999618530273,22.75,20.25,22.5,15.550000190734863,22.75,-0.5574,20.5,2.0,2.0
2023-11-15,22.850000381469727,23.200000762939453,22.049999237060547,22.299999237060547,15.550000190734863,23.200000762939453,-0.5574,22.5,-0.20000076293945312,-0.20000076293945312
2023-11-16,22.299999237060547,23.149999618530273,22.149999618530273,22.649999618530273,15.550000190734863,23.200000762939453,-0.5574,22.299999237060547,0.35000038146972656,0.35000038146972656
2023-11-17,22.600000381469727,23.75,22.350000381469727,22.850000381469727,15.550000190734863,23.75,-0.5574,22.649999618530273,0.20000076293945312,0.20000076293945312
2023-11-20,23.0,23.200000762939453,21.799999237060547,22.100000381469727,15.550000190734863,23.75,-0.5574,22.850000381469727,-0.75,-0.75
2023-11-21,22.200000762939453,22.399999618530273,21.049999237060547,21.350000381469727,15.550000190734863,23.75,-0.5574,22.100000381469727,-0.75,-0.75
2023-11-22,21.399999618530273,21.450000762939453,20.700000762939453,20.899999618530273,15.550000190734863,23.75,-0.5574,21.350000381469727,-0.4500007629394531,-0.4500007629394531
2023-11-23,21.100000381469727,21.799999237060547,20.950000762939453,21.350000381469727,15.550000190734863,23.75,-0.5574,20.899999618530273,0.4500007629394531,0.4500007629394531
2023-11-24,21.399999618530273,21.5,20.700000762939453,20.899999618530273,16.450000762939453,23.75,-0.5574,21.350000381469727,-0.4500007629394531,-0.4500007629394531
2023-11-28,21.0,21.399999618530273,20.75,20.899999618530273,16.450000762939453,23.75,-0.5574,20.899999618530273,0.0,0.0
2023-11-29,21.0,21.649999618530273,20.75,21.5,16.799999237060547,23.75,-0.5574,20.899999618530273,0.6000003814697266,0.6000003814697266
2023-11-30,21.549999237060547,21.600000381469727,20.799999237060547,21.149999618530273,16.850000381469727,23.75,-0.5574,21.5,-0.35000038146972656,-0.35000038146972656
2023-12-01,21.200000762939453,21.450000762939453,20.649999618530273,20.850000381469727,17.350000381469727,23.75,-0.5574,21.149999618530273,-0.2999992370605469,-0.2999992370605469
2023-12-04,21.100000381469727,21.299999237060547,20.799999237060547,20.899999618530273,18.149999618530273,23.75,-0.5574,20.850000381469727,0.049999237060546875,0.049999237060546875
2023-12-05,21.0,22.399999618530273,20.649999618530273,22.299999237060547,18.350000381469727,23.75,-0.5574,20.899999618530273,1.3999996185302734,1.3999996185302734
2023-12-06,22.399999618530273,23.399999618530273,21.899999618530273,23.200000762939453,19.350000381469727,23.75,-0.5574,22.299999237060547,0.9000015258789062,0.9000015258789062
2023-12-07,23.200000762939453,24.350000381469727,22.899999618530273,23.25,20.100000381469727,24.350000381469727,-0.5574,23.200000762939453,0.049999237060546875,0.049999237060546875
2023-12-08,23.25,24.450000762939453,22.950000762939453,23.950000762939453,20.25,24.450000762939453,-0.5574,23.25,0.7000007629394531,0.7000007629394531
2023-12-11,24.350000381469727,25.200000762939453,23.950000762939453,24.5,20.25,25.200000762939453,-0.5574,23.950000762939453,0.5499992370605469,0.5499992370605469
2023-12-12,24.700000762939453,24.799999237060547,22.850000381469727,23.200000762939453,20.25,25.200000762939453,-0.5574,24.5,-1.2999992370605469,-1.2999992370605469
2023-12-13,23.299999237060547,23.950000762939453,23.0,23.799999237060547,20.649999618530273,25.200000762939453,-0.5574,23.200000762939453,0.5999984741210938,0.5999984741210938
2023-12-14,23.950000762939453,24.299999237060547,23.549999237060547,23.850000381469727,20.649999618530273,25.200000762939453,-0.5574,23.799999237060547,0.05000114440917969,0.05000114440917969
2023-12-15,23.899999618530273,24.25,23.399999618530273,23.600000381469727,20.649999618530273,25.200000762939453,-0.5574,23.850000381469727,-0.25,-0.25
2023-12-18,23.350000381469727,24.0,23.100000381469727,23.799999237060547,20.649999618530273,25.200000762939453,-0.5574,23.600000381469727,0.1999988555908203,0.1999988555908203
2023-12-19,23.799999237060547,24.649999618530273,23.649999618530273,23.75,20.649999618530273,25.200000762939453,-0.5574,23.799999237060547,-0.049999237060546875,-0.049999237060546875
2023-12-20,23.899999618530273,24.200000762939453,20.850000381469727,21.399999618530273,20.649999618530273,25.200000762939453,-0.5574,23.75,-2.3500003814697266,-2.3500003814697266
2023-12-21,21.350000381469727,23.100000381469727,20.600000381469727,22.700000762939453,20.600000381469727,25.200000762939453,-0.5574,21.399999618530273,1.3000011444091797,1.3000011444091797
2023-12-22,22.799999237060547,23.149999618530273,22.200000762939453,22.399999618530273,20.600000381469727,25.200000762939453,-0.5574,22.700000762939453,-0.3000011444091797,-0.3000011444091797
2023-12-26,22.600000381469727,22.899999618530273,22.25,22.600000381469727,20.600000381469727,25.200000762939453,0.4875,22.399999618530273,0.20000076293945312,0.20000076293945312
2023-12-27,22.649999618530273,23.100000381469727,22.399999618530273,22.600000381469727,20.600000381469727,25.200000762939453,0.4875,22.600000381469727,0.0,0.0
2023-12-28,22.649999618530273,22.799999237060547,22.149999618530273,22.350000381469727,20.600000381469727,25.200000762939453,0.4875,22.600000381469727,-0.25,-0.25
2023-12-29,22.399999618530273,23.399999618530273,22.200000762939453,23.299999237060547,20.600000381469727,25.200000762939453,0.4875,22.350000381469727,0.9499988555908203,0.9499988555908203
2024-01-01,23.5,24.25,23.299999237060547,23.950000762939453,20.600000381469727,25.200000762939453,0.4875,23.299999237060547,0.6500015258789062,0.6500015258789062
