Previous_Close,Sentiment,Support,Resistance
259.75,0.2732,244.25,276.5
258.04998779296875,0.2732,246.10000610351562,276.5
262.29998779296875,0.2732,254.25,276.5
263.95001220703125,0.2732,253.5,276.5
256.6499938964844,0.2732,253.5,276.5
257.79998779296875,0.2732,253.5,276.5
258.75,0.2732,249.10000610351562,276.5
250.0,0.2732,249.10000610351562,276.0
253.89999389648438,0.8658,249.10000610351562,276.0
253.9499969482422,0.8658,249.10000610351562,268.0
255.14999389648438,0.8658,249.10000610351562,268.0
254.10000610351562,0.8658,249.10000610351562,267.95001220703125
254.8000030517578,0.8658,249.10000610351562,267.0
256.8999938964844,0.8658,249.10000610351562,267.0
253.0500030517578,0.8658,249.10000610351562,266.5
252.0,0.8658,246.60000610351562,266.5
247.39999389648438,0.8658,236.3000030517578,266.5
238.25,0.9147666666666666,233.14999389648438,266.5
236.6999969482422,0.9147666666666666,230.8000030517578,266.5
234.39999389648438,0.9147666666666666,230.8000030517578,266.5
238.14999389648438,0.9147666666666666,230.8000030517578,266.5
239.10000610351562,0.9147666666666666,230.8000030517578,266.5
239.35000610351562,0.9147666666666666,230.8000030517578,262.95001220703125
236.89999389648438,0.9147666666666666,230.8000030517578,260.20001220703125
244.8000030517578,0.9147666666666666,230.8000030517578,259.95001220703125
244.60000610351562,0.9147666666666666,230.8000030517578,259.29998779296875
249.5500030517578,0.9147666666666666,230.8000030517578,259.29998779296875
249.8000030517578,0.9972,230.8000030517578,259.29998779296875
254.9499969482422,0.9972,230.8000030517578,259.29998779296875
248.0,0.9972,230.8000030517578,259.29998779296875
251.39999389648438,0.9972,230.8000030517578,259.29998779296875
257.04998779296875,0.6459,230.8000030517578,262.25
259.20001220703125,0.6459,230.8000030517578,265.5
262.45001220703125,0.6459,230.8000030517578,265.5
262.6499938964844,0.6459,230.8000030517578,265.5
260.8500061035156,0.6459,230.8000030517578,265.5
262.6499938964844,0.6459,230.8000030517578,265.5
262.1000061035156,0.6459,230.8000030517578,265.5
260.75,0.6459,235.0,265.5
258.1499938964844,0.6459,235.0,271.3999938964844
270.79998779296875,0.6459,236.3000030517578,275.70001220703125
273.3999938964844,0.6459,236.3000030517578,275.70001220703125
267.8999938964844,0.6459,238.0,278.5
276.0,0.6459,243.89999389648438,286.0
281.54998779296875,0.6459,245.60000610351562,286.0
281.5,0.6459,246.85000610351562,298.6000061035156
294.1499938964844,0.6459,246.85000610351562,332.1499938964844
325.79998779296875,0.6459,246.85000610351562,335.95001220703125
323.54998779296875,0.6459,246.85000610351562,335.95001220703125
333.6499938964844,0.6459,251.25,335.95001220703125
330.79998779296875,0.6459,257.04998779296875,340.5
338.1499938964844,0.6459,257.04998779296875,341.8999938964844
335.3999938964844,0.6459,257.04998779296875,341.8999938964844
333.20001220703125,0.6459,257.04998779296875,341.8999938964844
337.04998779296875,0.6459,257.04998779296875,341.8999938964844
335.8999938964844,0.6459,257.04998779296875,346.8999938964844
320.1499938964844,0.6459,257.04998779296875,346.8999938964844
328.54998779296875,0.6459,257.04998779296875,346.8999938964844
326.6499938964844,0.6459,258.5,346.8999938964844
325.3999938964844,0.46345000000000003,265.1000061035156,346.8999938964844
324.8500061035156,0.46345000000000003,265.1000061035156,346.8999938964844
329.79998779296875,0.46345000000000003,268.54998779296875,346.8999938964844
332.1499938964844,0.46345000000000003,276.5,346.8999938964844
330.29998779296875,0.46345000000000003,276.5,346.8999938964844
329.8500061035156,0.46345000000000003,280.20001220703125,346.8999938964844
326.70001220703125,0.46345000000000003,292.1499938964844,346.8999938964844
337.8500061035156,0.46345000000000003,312.70001220703125,349.70001220703125
340.75,0.46345000000000003,312.70001220703125,349.70001220703125
338.95001220703125,0.46345000000000003,312.70001220703125,349.70001220703125
340.20001220703125,0.3564,312.70001220703125,349.70001220703125
346.45001220703125,0.3564,312.70001220703125,360.0
357.29998779296875,0.3564,312.70001220703125,361.8500061035156
