Date,Open,High,Low,Close,Support,Resistance,Sentiment,Previous_Close,Price_Change,Actual_Price_Change
2023-09-28,262.0,264.25,257.29998779296875,258.04998779296875,244.25,276.5,0.2732,259.75,-1.70001220703125,-1.70001220703125
2023-09-29,259.45001220703125,264.75,259.45001220703125,262.29998779296875,246.10000610351562,276.5,0.2732,258.04998779296875,4.25,4.25
2023-10-03,262.54998779296875,266.5,260.79998779296875,263.95001220703125,254.25,276.5,0.2732,262.29998779296875,1.6500244140625,1.6500244140625
2023-10-04,262.95001220703125,262.95001220703125,253.5,256.6499938964844,253.5,276.5,0.2732,263.95001220703125,-7.300018310546875,-7.300018310546875
2023-10-05,258.6000061035156,260.20001220703125,256.0,257.79998779296875,253.5,276.5,0.2732,256.6499938964844,1.149993896484375,1.149993896484375
2023-10-06,259.5,259.95001220703125,258.04998779296875,258.75,253.5,276.5,0.2732,257.79998779296875,0.95001220703125,0.95001220703125
2023-10-09,255.10000610351562,255.9499969482422,249.10000610351562,250.0,249.10000610351562,276.5,0.2732,258.75,-8.75,-8.75
2023-10-10,250.5,255.0,250.5,253.89999389648438,249.10000610351562,276.0,0.2732,250.0,3.899993896484375,3.899993896484375
2023-10-11,255.1999969482422,256.3999938964844,253.10000610351562,253.9499969482422,249.10000610351562,276.0,0.8658,253.89999389648438,0.0500030517578125,0.0500030517578125
2023-10-12,255.39999389648438,257.3999938964844,254.6999969482422,255.14999389648438,249.10000610351562,268.0,0.8658,253.9499969482422,1.1999969482421875,1.1999969482421875
2023-10-13,254.4499969482422,255.89999389648438,253.1999969482422,254.10000610351562,249.10000610351562,268.0,0.8658,255.14999389648438,-1.04998779296875,-1.04998779296875
2023-10-16,254.10000610351562,256.8500061035156,253.5500030517578,254.8000030517578,249.10000610351562,267.95001220703125,0.8658,254.10000610351562,0.6999969482421875,0.6999969482421875
2023-10-17,256.8500061035156,259.29998779296875,256.0,256.8999938964844,249.10000610351562,267.0,0.8658,254.8000030517578,2.0999908447265625,2.0999908447265625
2023-10-18,257.0,257.70001220703125,251.5,253.0500030517578,249.10000610351562,267.0,0.8658,256.8999938964844,-3.8499908447265625,-3.8499908447265625
2023-10-19,252.5500030517578,252.89999389648438,249.5,252.0,249.10000610351562,266.5,0.8658,253.0500030517578,-1.0500030517578125,-1.0500030517578125
2023-10-20,251.5,252.39999389648438,246.60000610351562,247.39999389648438,246.60000610351562,266.5,0.8658,252.0,-4.600006103515625,-4.600006103515625
2023-10-23,248.35000610351562,248.75,236.3000030517578,238.25,236.3000030517578,266.5,0.8658,247.39999389648438,-9.149993896484375,-9.149993896484375
2023-10-25,239.85000610351562,241.64999389648438,233.14999389648438,236.6999969482422,233.14999389648438,266.5,0.9147666666666666,238.25,-1.5500030517578125,-1.5500030517578125
2023-10-26,235.0,235.35000610351562,230.8000030517578,234.39999389648438,230.8000030517578,266.5,0.9147666666666666,236.6999969482422,-2.3000030517578125,-2.3000030517578125
2023-10-27,236.14999389648438,239.0,235.5,238.14999389648438,230.8000030517578,266.5,0.9147666666666666,234.39999389648438,3.75,3.75
2023-10-30,238.5,239.89999389648438,235.0,239.10000610351562,230.8000030517578,266.5,0.9147666666666666,238.14999389648438,0.95001220703125,0.95001220703125
2023-10-31,240.5,241.85000610351562,238.25,239.35000610351562,230.8000030517578,266.5,0.9147666666666666,239.10000610351562,0.25,0.25
2023-11-01,239.9499969482422,240.25,236.3000030517578,236.89999389648438,230.8000030517578,262.95001220703125,0.9147666666666666,239.35000610351562,-2.45001220703125,-2.45001220703125
2023-11-02,238.0,245.0500030517578,238.0,244.8000030517578,230.8000030517578,260.20001220703125,0.9147666666666666,236.89999389648438,7.9000091552734375,7.9000091552734375
2023-11-03,245.85000610351562,246.14999389648438,243.89999389648438,244.60000610351562,230.8000030517578,259.95001220703125,0.9147666666666666,244.8000030517578,-0.1999969482421875,-0.1999969482421875
2023-11-06,247.0,251.1999969482422,245.60000610351562,249.5500030517578,230.8000030517578,259.29998779296875,0.9147666666666666,244.60000610351562,4.9499969482421875,4.9499969482421875
2023-11-07,249.9499969482422,252.0,248.89999389648438,249.8000030517578,230.8000030517578,259.29998779296875,0.9147666666666666,249.5500030517578,0.25,0.25
2023-11-08,252.89999389648438,256.3500061035156,251.5,254.9499969482422,230.8000030517578,259.29998779296875,0.9972,249.8000030517578,5.149993896484375,5.149993896484375
2023-11-09,254.0,254.0,247.1999969482422,248.0,230.8000030517578,259.29998779296875,0.9972,254.9499969482422,-6.9499969482421875,-6.9499969482421875
2023-11-10,248.0,251.85000610351562,246.85000610351562,251.39999389648438,230.8000030517578,259.29998779296875,0.9972,248.0,3.399993896484375,3.399993896484375
2023-11-13,252.75,258.5,251.25,257.04998779296875,230.8000030517578,259.29998779296875,0.9972,251.39999389648438,5.649993896484375,5.649993896484375
2023-11-15,259.20001220703125,262.25,258.1000061035156,259.20001220703125,230.8000030517578,262.25,0.6459,257.04998779296875,2.1500244140625,2.1500244140625
2023-11-16,259.3999938964844,265.5,259.3500061035156,262.45001220703125,230.8000030517578,265.5,0.6459,259.20001220703125,3.25,3.25
